S No,Customer Enquiry Description,GGPL Quote Description (Ground Truth),TYPE OF PRODUCT,NON STANDARD
215,"ASMEB16.20SS-GRAPHITESPIRAL-WOUND GASKET,CL150,-ASME B16.5 @ 1","SIZE : 1"" X 150# X 4.5 MM THK , SS316 SPIRAL WOUND GASKET WITH GRAPHITE FILLER + SS316 INNER RING & CS OUTER RING , ASME B16.20",SPW,
216,"ASMEB16.20SS-GRAPHITESPIRAL-WOUND GASKET,CL150,-ASME B16.5 @ 3","SIZE : 3"" X 150# X 4.5 MM THK , SS316 SPIRAL WOUND GASKET WITH GRAPHITE FILLER + SS316 INNER RING & CS OUTER RING , ASME B16.20",SPW,
217,"ASMEB16.20SS-GRAPHITESPIRAL-WOUND GASKET,CL150,-ASME B16.5 @ 3","SIZE : 3"" X 150# X 4.5 MM THK , SS316 SPIRAL WOUND GASKET WITH GRAPHITE FILLER + SS316 INNER RING & CS OUTER RING , ASME B16.20",SPW,
218,"ASMEB16.20SS-GRAPHITESPIRAL-WOUND GASKET,CL150,-ASME B16.5 @ 8","SIZE : 8"" X 150# X 4.5 MM THK , SS316 SPIRAL WOUND GASKET WITH GRAPHITE FILLER + SS316 INNER RING & CS OUTER RING , ASME B16.20",SPW,
219,"ASMEB16.20SS-GRAPHITESPIRAL-WOUND GASKET,CL150,-ASME B16.5 @ 8","SIZE : 8"" X 150# X 4.5 MM THK , SS316 SPIRAL WOUND GASKET WITH GRAPHITE FILLER + SS316 INNER RING & CS OUTER RING , ASME B16.20",SPW,
220,"ASMEB16.20SS-GRAPHITESPIRAL-WOUND GASKET,CL300,-ASME B16.5 @ 2","SIZE : 2"" X 300# X 4.5 MM THK , SS316 SPIRAL WOUND GASKET WITH GRAPHITE FILLER + SS316 INNER RING & CS OUTER RING , ASME B16.20",SPW,
221,"ASMEB16.20SS-GRAPHITESPIRAL-WOUND GASKET,CL300,-ASME B16.5 @ 4","SIZE : 4"" X 300# X 4.5 MM THK , SS316 SPIRAL WOUND GASKET WITH GRAPHITE FILLER + SS316 INNER RING & CS OUTER RING , ASME B16.20",SPW,
222,"ASMEB16.20SS-GRAPHITESPIRAL-WOUND GASKET,CL300,-ASME B16.5 @ 1.5","SIZE : 1.5"" X 300# X 4.5 MM THK , SS316 SPIRAL WOUND GASKET WITH GRAPHITE FILLER + SS316 INNER RING & CS OUTER RING , ASME B16.20",SPW,
223,"ASMEB16.20SS-GRAPHITESPIRAL-WOUND GASKET,CL300,-ASME B16.5 @ 8","SIZE : 8"" X 300# X 4.5 MM THK , SS316 SPIRAL WOUND GASKET WITH GRAPHITE FILLER + SS316 INNER RING & CS OUTER RING , ASME B16.20",SPW,
224,"ASMEB16.20SS-GRAPHITESPIRAL-WOUND GASKET,CL300,-ASME B16.5 @ 20","SIZE : 20"" X 300# X 4.5 MM THK , SS316 SPIRAL WOUND GASKET WITH GRAPHITE FILLER + SS316 INNER RING & CS OUTER RING , ASME B16.20",SPW,
225,"ASMEB16.20SS-GRAPHITESPIRAL-WOUND GASKET,CL300,-ASME B16.5 @ 1","SIZE : 1"" X 300# X 4.5 MM THK , SS316 SPIRAL WOUND GASKET WITH GRAPHITE FILLER + SS316 INNER RING & CS OUTER RING , ASME B16.20",SPW,
226,"ASMEB16.20SS-GRAPHITESPIRAL-WOUND GASKET,CL300,-ASME B16.5 @ 20","SIZE : 20"" X 300# X 4.5 MM THK , SS316 SPIRAL WOUND GASKET WITH GRAPHITE FILLER + SS316 INNER RING & CS OUTER RING , ASME B16.20",SPW,
227,"ASMEB16.20SS-GRAPHITESPIRAL-WOUND GASKET,CL300,-ASME B16.5 @ 1","SIZE : 1"" X 300# X 4.5 MM THK , SS316 SPIRAL WOUND GASKET WITH GRAPHITE FILLER + SS316 INNER RING & CS OUTER RING , ASME B16.20",SPW,
228,"ASMEB16.20SS-GRAPHITESPIRAL-WOUND GASKET,CL300,-ASME B16.5 @ 2","SIZE : 2"" X 300# X 4.5 MM THK , SS316 SPIRAL WOUND GASKET WITH GRAPHITE FILLER + SS316 INNER RING & CS OUTER RING , ASME B16.20",SPW,
229,"ASMEB16.20SS-GRAPHITESPIRAL-WOUND GASKET,CL300,-ASME B16.5 @ 1","SIZE : 1"" X 300# X 4.5 MM THK , SS316 SPIRAL WOUND GASKET WITH GRAPHITE FILLER + SS316 INNER RING & CS OUTER RING , ASME B16.20",SPW,
230,"ASMEB16.20SS-GRAPHITESPIRAL-WOUND GASKET,CL300,-ASME B16.5 @ 2","SIZE : 2"" X 300# X 4.5 MM THK , SS316 SPIRAL WOUND GASKET WITH GRAPHITE FILLER + SS316 INNER RING & CS OUTER RING , ASME B16.20",SPW,
231,"ASMEB16.20SS-GRAPHITESPIRAL-WOUND GASKET,CL300,-ASME B16.5","SIZE : 1"" X 300# X 4.5 MM THK , SS316 SPIRAL WOUND GASKET WITH GRAPHITE FILLER + SS316 INNER RING & CS OUTER RING , ASME B16.20",SPW,
232,"ASMEB16.20SS-GRAPHITESPIRAL-WOUND GASKET,CL150,-ASME B16.5","SIZE : 6"" X 150# X 4.5 MM THK , SS316 SPIRAL WOUND GASKET WITH GRAPHITE FILLER + SS316 INNER RING & CS OUTER RING , ASME B16.20",SPW,
233,"ASMEB16.20SS-GRAPHITESPIRAL-WOUND GASKET,CL300,-ASME B16.5","SIZE : 1"" X 300# X 4.5 MM THK , SS316 SPIRAL WOUND GASKET WITH GRAPHITE FILLER + SS316 INNER RING & CS OUTER RING , ASME B16.20",SPW,
234,"ASMEB16.20SS-GRAPHITESPIRAL-WOUND GASKET,CL300,-ASME B16.5 @ 1","SIZE : 1"" X 300# X 4.5 MM THK , SS316 SPIRAL WOUND GASKET WITH GRAPHITE FILLER + SS316 INNER RING & CS OUTER RING , ASME B16.20",SPW,
235,"ASMEB16.20SS-GRAPHITESPIRAL-WOUND GASKET,CL300,-ASME B16.5 @ 1.5","SIZE : 1.5"" X 300# X 4.5 MM THK , SS316 SPIRAL WOUND GASKET WITH GRAPHITE FILLER + SS316 INNER RING & CS OUTER RING , ASME B16.20",SPW,
236,"ASMEB16.20SS-GRAPHITESPIRAL-WOUND GASKET,CL300,-ASME B16.5 @ 2","SIZE : 2"" X 300# X 4.5 MM THK , SS316 SPIRAL WOUND GASKET WITH GRAPHITE FILLER + SS316 INNER RING & CS OUTER RING , ASME B16.20",SPW,
237,"ASMEB16.20SS-GRAPHITESPIRAL-WOUND GASKET,CL300,-ASME B16.5 @ 1","SIZE : 1"" X 300# X 4.5 MM THK , SS316 SPIRAL WOUND GASKET WITH GRAPHITE FILLER + SS316 INNER RING & CS OUTER RING , ASME B16.20",SPW,
238,"ASMEB16.20SS-GRAPHITESPIRAL-WOUND GASKET,CL300,-ASME B16.5 @ 12","SIZE : 12"" X 300# X 4.5 MM THK , SS316 SPIRAL WOUND GASKET WITH GRAPHITE FILLER + SS316 INNER RING & CS OUTER RING , ASME B16.20",SPW,
239,"ASMEB16.20SS-GRAPHITESPIRAL-WOUND GASKET,CL300,-ASME B16.5 @ 2","SIZE : 2"" X 300# X 4.5 MM THK , SS316 SPIRAL WOUND GASKET WITH GRAPHITE FILLER + SS316 INNER RING & CS OUTER RING , ASME B16.20",SPW,
240,"ASMEB16.20SS-GRAPHITESPIRAL-WOUND GASKET,CL300,-ASME B16.5 @ 3","SIZE : 3"" X 300# X 4.5 MM THK , SS316 SPIRAL WOUND GASKET WITH GRAPHITE FILLER + SS316 INNER RING & CS OUTER RING , ASME B16.20",SPW,
241,"ASMEB16.20SS-GRAPHITESPIRAL-WOUND GASKET,CL300,-ASME B16.5 @ 1","SIZE : 1"" X 300# X 4.5 MM THK , SS316 SPIRAL WOUND GASKET WITH GRAPHITE FILLER + SS316 INNER RING & CS OUTER RING , ASME B16.20",SPW,
242,"ASMEB16.20SS-GRAPHITESPIRAL-WOUND GASKET,CL300,-ASME B16.5 @ 12","SIZE : 12"" X 300# X 4.5 MM THK , SS316 SPIRAL WOUND GASKET WITH GRAPHITE FILLER + SS316 INNER RING & CS OUTER RING , ASME B16.20",SPW,
243,"ASMEB16.20SS-GRAPHITESPIRAL-WOUND GASKET,CL300,-ASME B16.5 @ 3","SIZE : 3"" X 300# X 4.5 MM THK , SS316 SPIRAL WOUND GASKET WITH GRAPHITE FILLER + SS316 INNER RING & CS OUTER RING , ASME B16.20",SPW,
244,"ASMEB16.20SS-GRAPHITESPIRAL-WOUND GASKET,CL300,-ASME B16.5 @ 1","SIZE : 1"" X 300# X 4.5 MM THK , SS316 SPIRAL WOUND GASKET WITH GRAPHITE FILLER + SS316 INNER RING & CS OUTER RING , ASME B16.20",SPW,
245,"ASMEB16.20SS-GRAPHITESPIRAL-WOUND GASKET,CL300,-ASME B16.5 @ 12","SIZE : 12"" X 300# X 4.5 MM THK , SS316 SPIRAL WOUND GASKET WITH GRAPHITE FILLER + SS316 INNER RING & CS OUTER RING , ASME B16.20",SPW,
246,"ASMEB16.20SS-GRAPHITESPIRAL-WOUND GASKET,CL300,-ASME B16.5 @ 2","SIZE : 2"" X 300# X 4.5 MM THK , SS316 SPIRAL WOUND GASKET WITH GRAPHITE FILLER + SS316 INNER RING & CS OUTER RING , ASME B16.20",SPW,
247,"ASMEB16.20SS-GRAPHITESPIRAL-WOUND GASKET,CL300,-ASME B16.5 @ 3","SIZE : 3"" X 300# X 4.5 MM THK , SS316 SPIRAL WOUND GASKET WITH GRAPHITE FILLER + SS316 INNER RING & CS OUTER RING , ASME B16.20",SPW,
248,"ASMEB16.20SS-GRAPHITESPIRAL-WOUND GASKET,CL300,-ASME B16.5 @ 1","SIZE : 1"" X 300# X 4.5 MM THK , SS316 SPIRAL WOUND GASKET WITH GRAPHITE FILLER + SS316 INNER RING & CS OUTER RING , ASME B16.20",SPW,
249,"ASMEB16.20SS-GRAPHITESPIRAL-WOUND GASKET,CL300,-ASME B16.5 @ 12","SIZE : 12"" X 300# X 4.5 MM THK , SS316 SPIRAL WOUND GASKET WITH GRAPHITE FILLER + SS316 INNER RING & CS OUTER RING , ASME B16.20",SPW,
250,"ASMEB16.20SS-GRAPHITESPIRAL-WOUND GASKET,CL300,-ASME B16.5 @ 3","SIZE : 3"" X 300# X 4.5 MM THK , SS316 SPIRAL WOUND GASKET WITH GRAPHITE FILLER + SS316 INNER RING & CS OUTER RING , ASME B16.20",SPW,
251,"ASMEB16.20SS-GRAPHITESPIRAL-WOUND GASKET,CL300,-ASME B16.5","SIZE : 1"" X 300# X 4.5 MM THK , SS316 SPIRAL WOUND GASKET WITH GRAPHITE FILLER + SS316 INNER RING & CS OUTER RING , ASME B16.20",SPW,
252,"ASMEB16.20SS-GRAPHITESPIRAL-WOUND GASKET,CL300,-ASME B16.5","SIZE : 1"" X 300# X 4.5 MM THK , SS316 SPIRAL WOUND GASKET WITH GRAPHITE FILLER + SS316 INNER RING & CS OUTER RING , ASME B16.20",SPW,
253,"ASMEB16.20SS-GRAPHITESPIRAL-WOUND GASKET,CL300,-ASME B16.5","SIZE : 1"" X 300# X 4.5 MM THK , SS316 SPIRAL WOUND GASKET WITH GRAPHITE FILLER + SS316 INNER RING & CS OUTER RING , ASME B16.20",SPW,
254,"ASMEB16.20SS-GRAPHITESPIRAL-WOUND GASKET,CL150,-ASME B16.5","SIZE : 0.75"" X 150# X 4.5 MM THK , SS316 SPIRAL WOUND GASKET WITH GRAPHITE FILLER + SS316 INNER RING & CS OUTER RING , ASME B16.20",SPW,
255,"ASMEB16.20SS-GRAPHITESPIRAL-WOUND GASKET,CL300,-ASME B16.5","SIZE : 0.75"" X 300# X 4.5 MM THK , SS316 SPIRAL WOUND GASKET WITH GRAPHITE FILLER + SS316 INNER RING & CS OUTER RING , ASME B16.20",SPW,
256,"ASMEB16.20SS-GRAPHITESPIRAL-WOUND GASKET,CL300,-ASME B16.5 @ 1","SIZE : 1"" X 300# X 4.5 MM THK , SS316 SPIRAL WOUND GASKET WITH GRAPHITE FILLER + SS316 INNER RING & CS OUTER RING , ASME B16.20",SPW,
257,"ASMEB16.20SS-GRAPHITESPIRAL-WOUND GASKET,CL300,-ASME B16.5 @ 16","SIZE : 16"" X 300# X 4.5 MM THK , SS316 SPIRAL WOUND GASKET WITH GRAPHITE FILLER + SS316 INNER RING & CS OUTER RING , ASME B16.20",SPW,
258,"ASMEB16.20SS-GRAPHITESPIRAL-WOUND GASKET,CL300,-ASME B16.5 @ 3","SIZE : 3"" X 300# X 4.5 MM THK , SS316 SPIRAL WOUND GASKET WITH GRAPHITE FILLER + SS316 INNER RING & CS OUTER RING , ASME B16.20",SPW,
259,"ASMEB16.20SS-GRAPHITESPIRAL-WOUND GASKET,CL300,-ASME B16.5 @ 1","SIZE : 1"" X 300# X 4.5 MM THK , SS316 SPIRAL WOUND GASKET WITH GRAPHITE FILLER + SS316 INNER RING & CS OUTER RING , ASME B16.20",SPW,
260,"ASMEB16.20SS-GRAPHITESPIRAL-WOUND GASKET,CL300,-ASME B16.5 @ 16","SIZE : 16"" X 300# X 4.5 MM THK , SS316 SPIRAL WOUND GASKET WITH GRAPHITE FILLER + SS316 INNER RING & CS OUTER RING , ASME B16.20",SPW,
261,"ASMEB16.20SS-GRAPHITESPIRAL-WOUND GASKET,CL300,-ASME B16.5 @ 2","SIZE : 2"" X 300# X 4.5 MM THK , SS316 SPIRAL WOUND GASKET WITH GRAPHITE FILLER + SS316 INNER RING & CS OUTER RING , ASME B16.20",SPW,
262,"ASMEB16.20SS-GRAPHITESPIRAL-WOUND GASKET,CL300,-ASME B16.5 @ 3","SIZE : 3"" X 300# X 4.5 MM THK , SS316 SPIRAL WOUND GASKET WITH GRAPHITE FILLER + SS316 INNER RING & CS OUTER RING , ASME B16.20",SPW,
263,"ASMEB16.20SS-GRAPHITESPIRAL-WOUND GASKET,CL150,-ASME B16.5 @ 4","SIZE : 4"" X 150# X 4.5 MM THK , SS316 SPIRAL WOUND GASKET WITH GRAPHITE FILLER + SS316 INNER RING & CS OUTER RING , ASME B16.20",SPW,
264,"ASMEB16.20SS-GRAPHITESPIRAL-WOUND GASKET,CL300,-ASME B16.5 @ 4","SIZE : 4"" X 300# X 4.5 MM THK , SS316 SPIRAL WOUND GASKET WITH GRAPHITE FILLER + SS316 INNER RING & CS OUTER RING , ASME B16.20",SPW,
265,"ASMEB16.20SS-GRAPHITESPIRAL-WOUND GASKET,CL300,-ASME B16.5","SIZE : 1.5"" X 300# X 4.5 MM THK , SS316 SPIRAL WOUND GASKET WITH GRAPHITE FILLER + SS316 INNER RING & CS OUTER RING , ASME B16.20",SPW,
266,"ASMEB16.20SS-GRAPHITESPIRAL-WOUND GASKET,CL300,-ASME B16.5","SIZE : 1.5"" X 300# X 4.5 MM THK , SS316 SPIRAL WOUND GASKET WITH GRAPHITE FILLER + SS316 INNER RING & CS OUTER RING , ASME B16.20",SPW,
267,"ASMEB16.20SS-GRAPHITESPIRAL-WOUND GASKET,CL300,-ASME B16.5","SIZE : 1.5"" X 300# X 4.5 MM THK , SS316 SPIRAL WOUND GASKET WITH GRAPHITE FILLER + SS316 INNER RING & CS OUTER RING , ASME B16.20",SPW,
268,"ASMEB16.20SS-GRAPHITESPIRAL-WOUND GASKET,CL300,-ASME B16.5","SIZE : 1.5"" X 300# X 4.5 MM THK , SS316 SPIRAL WOUND GASKET WITH GRAPHITE FILLER + SS316 INNER RING & CS OUTER RING , ASME B16.20",SPW,
269,"R-SP-1020RUBBER-STGASKET RUBBER REINFORCED,-TYPE-AE1,CL150 @ 4","SIZE : 4"" X 150# X 3MM THK , EPDM , RF , ASME B16.21",Soft Cut,
270,"R-SP-1020RUBBER-STGASKET RUBBER REINFORCED,-TYPE-AE2,CL300 @ 1","SIZE : 1"" X 300# X 3MM THK , EPDM WITH STEEL INSERT , RF , ASME B16.21",Soft Cut,
271,"R-SP-1020RUBBER-STGASKET RUBBER REINFORCED,-TYPE-AE2,CL300 @ 3","SIZE : 3"" X 300# X 3MM THK , EPDM WITH STEEL INSERT , RF , ASME B16.21",Soft Cut,
272,"ASMEB16.20SS-GRAPHITESPIRAL-WOUND GASKET,CL300,-ASME B16.5 @ 1","SIZE : 1"" X 300# X 4.5 MM THK , SS316 SPIRAL WOUND GASKET WITH GRAPHITE FILLER + SS316 INNER RING & CS OUTER RING , ASME B16.20",SPW,
273,"ASMEB16.20SS-GRAPHITESPIRAL-WOUND GASKET,CL300,-ASME B16.5 @ 1","SIZE : 1"" X 300# X 4.5 MM THK , SS316 SPIRAL WOUND GASKET WITH GRAPHITE FILLER + SS316 INNER RING & CS OUTER RING , ASME B16.20",SPW,
274,"ASMEB16.20SS-GRAPHITESPIRAL-WOUND GASKET,CL300,-ASME B16.5","SIZE : 1"" X 300# X 4.5 MM THK , SS316 SPIRAL WOUND GASKET WITH GRAPHITE FILLER + SS316 INNER RING & CS OUTER RING , ASME B16.20",SPW,
275,"ASMEB16.20SS-GRAPHITESPIRAL-WOUND GASKET,CL300,-ASME B16.5","SIZE : 1.5"" X 300# X 4.5 MM THK , SS316 SPIRAL WOUND GASKET WITH GRAPHITE FILLER + SS316 INNER RING & CS OUTER RING , ASME B16.20",SPW,
276,"ASMEB16.20SS-GRAPHITESPIRAL-WOUND GASKET,CL300,-ASME B16.5","SIZE : 1"" X 300# X 4.5 MM THK , SS316 SPIRAL WOUND GASKET WITH GRAPHITE FILLER + SS316 INNER RING & CS OUTER RING , ASME B16.20",SPW,
277,"ASMEB16.20SS-GRAPHITESPIRAL-WOUND GASKET,CL300,-ASME B16.5","SIZE : 1.5"" X 300# X 4.5 MM THK , SS316 SPIRAL WOUND GASKET WITH GRAPHITE FILLER + SS316 INNER RING & CS OUTER RING , ASME B16.20",SPW,
278,"ASMEB16.20SS-GRAPHITESPIRAL-WOUND GASKET,CL300,-ASME B16.5 @ 1","SIZE : 1"" X 300# X 4.5 MM THK , SS316 SPIRAL WOUND GASKET WITH GRAPHITE FILLER + SS316 INNER RING & CS OUTER RING , ASME B16.20",SPW,
279,"ASMEB16.20SS-GRAPHITESPIRAL-WOUND GASKET,CL300,-ASME B16.5 @ 1","SIZE : 1"" X 300# X 4.5 MM THK , SS316 SPIRAL WOUND GASKET WITH GRAPHITE FILLER + SS316 INNER RING & CS OUTER RING , ASME B16.20",SPW,
280,"ASMEB16.20SS-GRAPHITESPIRAL-WOUND GASKET,CL300,-ASME B16.5","SIZE : 1"" X 300# X 4.5 MM THK , SS316 SPIRAL WOUND GASKET WITH GRAPHITE FILLER + SS316 INNER RING & CS OUTER RING , ASME B16.20",SPW,
281,"ASMEB16.20SS-GRAPHITESPIRAL-WOUND GASKET,CL300,-ASME B16.5","SIZE : 1.5"" X 300# X 4.5 MM THK , SS316 SPIRAL WOUND GASKET WITH GRAPHITE FILLER + SS316 INNER RING & CS OUTER RING , ASME B16.20",SPW,
282,"ASMEB16.20SS-GRAPHITESPIRAL-WOUND GASKET,CL300,-ASME B16.5","SIZE : 1"" X 300# X 4.5 MM THK , SS316 SPIRAL WOUND GASKET WITH GRAPHITE FILLER + SS316 INNER RING & CS OUTER RING , ASME B16.20",SPW,
283,"ASMEB16.20SS-GRAPHITESPIRAL-WOUND GASKET,CL300,-ASME B16.5","SIZE : 1.5"" X 300# X 4.5 MM THK , SS316 SPIRAL WOUND GASKET WITH GRAPHITE FILLER + SS316 INNER RING & CS OUTER RING , ASME B16.20",SPW,
284,"ASMEB16.20SS-GRAPHITESPIRAL-WOUND GASKET,CL300,-ASME B16.5 @ 1","SIZE : 1"" X 300# X 4.5 MM THK , SS316 SPIRAL WOUND GASKET WITH GRAPHITE FILLER + SS316 INNER RING & CS OUTER RING , ASME B16.20",SPW,
285,"ASMEB16.20SS-GRAPHITESPIRAL-WOUND GASKET,CL300,-ASME B16.5 @ 1.5","SIZE : 1.5"" X 300# X 4.5 MM THK , SS316 SPIRAL WOUND GASKET WITH GRAPHITE FILLER + SS316 INNER RING & CS OUTER RING , ASME B16.20",SPW,
286,"ASMEB16.20SS-GRAPHITESPIRAL-WOUND GASKET,CL300,-ASME B16.5 @ 1","SIZE : 1"" X 300# X 4.5 MM THK , SS316 SPIRAL WOUND GASKET WITH GRAPHITE FILLER + SS316 INNER RING & CS OUTER RING , ASME B16.20",SPW,
287,"ASMEB16.20SS-GRAPHITESPIRAL-WOUND GASKET,CL300,-ASME B16.5 @ 1.5","SIZE : 1.5"" X 300# X 4.5 MM THK , SS316 SPIRAL WOUND GASKET WITH GRAPHITE FILLER + SS316 INNER RING & CS OUTER RING , ASME B16.20",SPW,
288,"ASMEB16.20SS-GRAPHITESPIRAL-WOUND GASKET,CL300,-ASME B16.5","SIZE : 1"" X 300# X 4.5 MM THK , SS316 SPIRAL WOUND GASKET WITH GRAPHITE FILLER + SS316 INNER RING & CS OUTER RING , ASME B16.20",SPW,
289,"ASMEB16.20SS-GRAPHITESPIRAL-WOUND GASKET,CL300,-ASME B16.5","SIZE : 1.5"" X 300# X 4.5 MM THK , SS316 SPIRAL WOUND GASKET WITH GRAPHITE FILLER + SS316 INNER RING & CS OUTER RING , ASME B16.20",SPW,
290,"ASMEB16.20SS-GRAPHITESPIRAL-WOUND GASKET,CL300,-ASME B16.5","SIZE : 1.5"" X 300# X 4.5 MM THK , SS316 SPIRAL WOUND GASKET WITH GRAPHITE FILLER + SS316 INNER RING & CS OUTER RING , ASME B16.20",SPW,
291,"ASMEB16.20SS-GRAPHITESPIRAL-WOUND GASKET,CL300,-ASME B16.5","SIZE : 1.5"" X 300# X 4.5 MM THK , SS316 SPIRAL WOUND GASKET WITH GRAPHITE FILLER + SS316 INNER RING & CS OUTER RING , ASME B16.20",SPW,
292,"ASMEB16.20SS-GRAPHITESPIRAL-WOUND GASKET,CL300,-ASME B16.5","SIZE : 1.5"" X 300# X 4.5 MM THK , SS316 SPIRAL WOUND GASKET WITH GRAPHITE FILLER + SS316 INNER RING & CS OUTER RING , ASME B16.20",SPW,
293,"ASMEB16.20SS-MICASPIRAL-WOUND GASKET,CL300,-ASME B16.5 @ 1","SIZE : 1"" X 300# X 4.5 MM THK , SS316 SPIRAL WOUND GASKET WITH MICA FILLER + SS316 INNER RING & CS OUTER RING , ASME B16.20",SPW,
294,"ASMEB16.20SS-MICASPIRAL-WOUND GASKET,CL300,-ASME B16.5 @ 1.5","SIZE : 1.5"" X 300# X 4.5 MM THK , SS316 SPIRAL WOUND GASKET WITH MICA FILLER + SS316 INNER RING & CS OUTER RING , ASME B16.20",SPW,
295,"ASMEB16.20SS-MICASPIRAL-WOUND GASKET,CL300,-ASME B16.5 @ 10","SIZE : 10"" X 300# X 4.5 MM THK , SS316 SPIRAL WOUND GASKET WITH MICA FILLER + SS316 INNER RING & CS OUTER RING , ASME B16.20",SPW,
296,"ASMEB16.20SS-MICASPIRAL-WOUND GASKET,CL300,-ASME B16.5 @ 8","SIZE : 8"" X 300# X 4.5 MM THK , SS316 SPIRAL WOUND GASKET WITH MICA FILLER + SS316 INNER RING & CS OUTER RING , ASME B16.20",SPW,
297,"ASMEB16.20SS-GRAPHITESPIRAL-WOUND GASKET,CL300,-ASME B16.5","SIZE : 2"" X 300# X 4.5 MM THK , SS316 SPIRAL WOUND GASKET WITH GRAPHITE FILLER + SS316 INNER RING & CS OUTER RING , ASME B16.20",SPW,
298,"ASMEB16.20SS-GRAPHITESPIRAL-WOUND GASKET,CL300,-ASME B16.5 @ 1","SIZE : 1"" X 300# X 4.5 MM THK , SS316 SPIRAL WOUND GASKET WITH GRAPHITE FILLER + SS316 INNER RING & CS OUTER RING , ASME B16.20",SPW,
299,"ASMEB16.20SS-GRAPHITESPIRAL-WOUND GASKET,CL300,-ASME B16.5 @ 1","SIZE : 1"" X 300# X 4.5 MM THK , SS316 SPIRAL WOUND GASKET WITH GRAPHITE FILLER + SS316 INNER RING & CS OUTER RING , ASME B16.20",SPW,
300,"ASMEB16.20SS-GRAPHITESPIRAL-WOUND GASKET,CL300,-ASME B16.5 @ 1.5","SIZE : 1.5"" X 300# X 4.5 MM THK , SS316 SPIRAL WOUND GASKET WITH GRAPHITE FILLER + SS316 INNER RING & CS OUTER RING , ASME B16.20",SPW,
301,"ASMEB16.20SS-GRAPHITESPIRAL-WOUND GASKET,CL300,-ASME B16.5 @ 2","SIZE : 2"" X 300# X 4.5 MM THK , SS316 SPIRAL WOUND GASKET WITH GRAPHITE FILLER + SS316 INNER RING & CS OUTER RING , ASME B16.20",SPW,
302,"ASMEB16.20SS-GRAPHITESPIRAL-WOUND GASKET,CL300,-ASME B16.5 @ 1","SIZE : 1"" X 300# X 4.5 MM THK , SS316 SPIRAL WOUND GASKET WITH GRAPHITE FILLER + SS316 INNER RING & CS OUTER RING , ASME B16.20",SPW,
303,"ASMEB16.20SS-GRAPHITESPIRAL-WOUND GASKET,CL300,-ASME B16.5 @ 1.5","SIZE : 1.5"" X 300# X 4.5 MM THK , SS316 SPIRAL WOUND GASKET WITH GRAPHITE FILLER + SS316 INNER RING & CS OUTER RING , ASME B16.20",SPW,
304,"ASMEB16.20SS-GRAPHITESPIRAL-WOUND GASKET,CL300,-ASME B16.5 @ 2","SIZE : 2"" X 300# X 4.5 MM THK , SS316 SPIRAL WOUND GASKET WITH GRAPHITE FILLER + SS316 INNER RING & CS OUTER RING , ASME B16.20",SPW,
305,"ASMEB16.20SS-GRAPHITESPIRAL-WOUND GASKET,CL300,-ASME B16.5 @ 3","SIZE : 3"" X 300# X 4.5 MM THK , SS316 SPIRAL WOUND GASKET WITH GRAPHITE FILLER + SS316 INNER RING & CS OUTER RING , ASME B16.20",SPW,
313,"ASMEB16.20SS-GRAPHITESPIRAL-WOUND GASKET,CL150,-ASME B16.5","SIZE : 8"" X 150# X 4.5 MM THK , SS316 SPIRAL WOUND GASKET WITH GRAPHITE FILLER + SS316 INNER RING & CS OUTER RING , ASME B16.20",SPW,
314,"ASMEB16.20SS-GRAPHITESPIRAL-WOUND GASKET,CL300,-ASME B16.5","SIZE : 1.5"" X 300# X 4.5 MM THK , SS316 SPIRAL WOUND GASKET WITH GRAPHITE FILLER + SS316 INNER RING & CS OUTER RING , ASME B16.20",SPW,
315,"ASMEB16.20SS-GRAPHITESPIRAL-WOUND GASKET,CL150,-ASME B16.5","SIZE : 8"" X 150# X 4.5 MM THK , SS316 SPIRAL WOUND GASKET WITH GRAPHITE FILLER + SS316 INNER RING & CS OUTER RING , ASME B16.20",SPW,
316,"ASMEB16.20SS-GRAPHITESPIRAL-WOUND GASKET,CL1500,-ASME B16.5 @ 1","SIZE : 1"" X 1500# X 4.5 MM THK , SS316 SPIRAL WOUND GASKET WITH GRAPHITE FILLER + SS316 INNER RING & CS OUTER RING , ASME B16.20",SPW,
317,"ASMEB16.20SS-GRAPHITESPIRAL-WOUND GASKET,CL1500,-ASME B16.5 @ 1","SIZE : 1"" X 1500# X 4.5 MM THK , SS316 SPIRAL WOUND GASKET WITH GRAPHITE FILLER + SS316 INNER RING & CS OUTER RING , ASME B16.20",SPW,
318,"ASMEB16.20SS-GRAPHITESPIRAL-WOUND GASKET,CL1500,-ASME B16.5 @ 1","SIZE : 1"" X 1500# X 4.5 MM THK , SS316 SPIRAL WOUND GASKET WITH GRAPHITE FILLER + SS316 INNER RING & CS OUTER RING , ASME B16.20",SPW,
319,GASKET SPIRAL WOUND ASME B16.20 CL2500 SS-GRAPHITE,"SIZE : 1"" X 2500# X 4.5 MM THK , SS316 SPIRAL WOUND GASKET WITH GRAPHITE FILLER + SS316 INNER RING & CS OUTER RING , ASME B16.20",SPW,
320,"ASMEB16.20SS-GRAPHITESPIRAL-WOUND GASKET,CL300,-ASME B16.5 @ 1","SIZE : 1"" X 300# X 4.5 MM THK , SS316 SPIRAL WOUND GASKET WITH GRAPHITE FILLER + SS316 INNER RING & CS OUTER RING , ASME B16.20",SPW,
